numero,nom_four,autre_nom_four,num_entr,structure,nombre_employes,nombre_employes_mtl,politique_dev_durable,politique_appro_responsable,entreprise_econo_sociale,lieu_arr,lieu_ville,lieu_etat,lieu_pays,lieu_zone_achat
653123,BLANCHE PHOTOGRAPHE,,2276906361,*Entreprise individuelle / Travailleur autonome,1.0,,N,N,N,Mercier–Hochelaga-Maisonneuve,MONTREAL,QC,CA,Place d'affaires à Montréal
652333,WELLINGTON LABORATORIES INC.,,,*Société par actions/Corporations/Compagnie,29.0,,"O Plan, politique ou engagements de DD","O Plan, politique ou engagements de responsabilité sociale",N,,GUELPH,ON,CA,Canada mais hors Québec
652875,INSTALLATIONS PRAXIS SPORTS,,1162852728,*Société par actions/Corporations/Compagnie,5.0,,N,N,N,,QUEBEC,QC,CA,Québec hors Conseil d'agglomération
652723,MUTUELLE DES MARCHES SOLIDAIRES,,1175383398,*Organisme à  but non lucratif,2.0,,"O Plan, politique ou engagements de DD","O Plan, politique ou engagements de responsabilité sociale",O,Ahuntsic-Cartierville,MONTREAL,QC,CA,Place d'affaires à Montréal
159884,FRANCIS O'SHAUGHNESSY,,0000000NA,*Entreprise individuelle / Travailleur autonome,,,N,N,N,Mercier–Hochelaga-Maisonneuve,MONTREAL,QC,CA,Place d'affaires à Montréal
653132,TREPEX INC.,,1177297208,*Société par actions/Corporations/Compagnie,33.0,,N,N,N,,ROUGEMONT,QC,CA,Québec hors Conseil d'agglomération
652084,MEREDITH NANA,,0000000NA,*Entreprise individuelle / Travailleur autonome,1.0,,N,N,N,Côte-des-Neiges–Notre-Dame-de-Grâce,MONTREAL,QC,CA,Place d'affaires à Montréal
653835,LUCIE LANTHIER,,0000000NA,*Entreprise individuelle / Travailleur autonome,1.0,,N,N,N,,LONGUEUIL,QC,CA,Québec hors Conseil d'agglomération
652013,ALISSA LAFLAMME,,0000000NA,*Entreprise individuelle / Travailleur autonome,,,N,N,N,Rivière-des-Prairies–Pointe-aux-Trembles,MONTREAL,QC,CA,Place d'affaires à Montréal
106122,LE GROUPE LEFEBVRE M.R.P. INC,NEQ:1142933366,1142933366,*Société par actions/Corporations/Compagnie,150.0,,"O Plan, politique ou engagements de DD",N,N,,St-Eustache,QC,CA,Québec hors Conseil d'agglomération
653947,GOBA STUDIO INC.,,1172441439,*Société par actions/Corporations/Compagnie,1.0,,N,N,N,Verdun,MONTREAL,QC,CA,Place d'affaires à Montréal
583787,SECURITE NOVATECK INC,,1161585006,*Société par actions/Corporations/Compagnie,8.0,,N,N,N,,LAVAL,QC,CA,Québec hors Conseil d'agglomération
653957,POMME GRENADE SPECTACLE INC.,,1162977392,*Société par actions/Corporations/Compagnie,7.0,,N,N,N,Le Plateau-Mont-Royal,MONTREAL,QC,CA,Place d'affaires à Montréal
658614,COUVREUR DE L'ILE DE MONTREAL INC,,1176300243,*Société par actions/Corporations/Compagnie,4.0,,N,N,N,Pierrefonds-Roxboro,MONTREAL,QC,CA,Place d'affaires à Montréal
658718,9411-3990 QUÉBEC INC,,1140631426,*Société par actions/Corporations/Compagnie,3.0,,N,N,N,Ahuntsic-Cartierville,MONTREAL,QC,CA,Place d'affaires à Montréal
660329,ME AMAL GARZOUZI,,0000000NA,*Entreprise individuelle / Travailleur autonome,1.0,,N,N,N,Outremont,MONTREAL,QC,CA,Place d'affaires à Montréal
394819,EXCAVATION E.S.M. INC,,1163352314,*Société par actions/Corporations/Compagnie,100.0,,"O Plan, politique ou engagements de DD",N,N,,VARENNES,QC,CA,Québec hors Conseil d'agglomération
660308,PEARL DUVAL,,0000000NA,*Entreprise individuelle / Travailleur autonome,1.0,,"O Plan, politique ou engagements de DD","O Plan, politique ou engagements de responsabilité sociale",N,Rosemont–La Petite-Patrie,Montreal,QC,CA,Place d'affaires à Montréal
659970,BERNARD LEFEBVRE,,0000000NA,*Entreprise individuelle / Travailleur autonome,1.0,,N,N,N,Rosemont–La Petite-Patrie,MONTREAL,QC,CA,Place d'affaires à Montréal
134274,LES PRODUCTIONS TETES D'AFFICHE INC.,,1144608990,*Société par actions/Corporations/Compagnie,6.0,,N,N,N,,VAL DES LACS,QC,CA,Québec hors Conseil d'agglomération
660021,MICHELE BLAIS,,000000 NAS,*Entreprise individuelle / Travailleur autonome,1.0,,N,N,N,,L'ASSOMPTION,QC,CA,Québec hors Conseil d'agglomération
660137,SHAW MOISTURE METERS USA,,0000000NA,*Société étrangère,,,N,N,N,,WEST CHESTER,PA,US,Étranger hors Canada
570632,9218-9778 QUEBEC INC.,,1166380981,*Société par actions/Corporations/Compagnie,40.0,,N,N,N,,ST-JEAN-PORT-JOLI,QC,CA,Québec hors Conseil d'agglomération
395221,JULIE  LEGAULT,,000000NON,*Entreprise individuelle / Travailleur autonome,1.0,,N,N,N,Villeray–Saint-Michel–Parc-Extension,MONTREAL,QC,CA,Place d'affaires à Montréal
116990,ESRI CANADA LIMITED,,1160463304,*Société par actions/Corporations/Compagnie,25.0,,N,N,N,Ville-Marie,MONTREAL,QC,CA,Place d'affaires à Montréal
387030,R-MANAGEMENT,NEQ:1165324659,1165324659,*Société par actions/Corporations/Compagnie,2.0,,N,N,N,,Longueuil,QC,CA,Québec hors Conseil d'agglomération
664289,PRODUCTIONS RIGOLETTA,,1177489086,*Organisme à  but non lucratif,2.0,,N,N,N,Villeray–Saint-Michel–Parc-Extension,MONTREAL,QC,CA,Place d'affaires à Montréal
664152,GROUPE BELMONT INC,,1170531918,*Société par actions/Corporations/Compagnie,13.0,,N,N,N,,LAVAL,QC,CA,Québec hors Conseil d'agglomération
664816,JESSICA PAULUSZ,,0000000NA,*Entreprise individuelle / Travailleur autonome,,,N,N,N,,MONT-ROYAL,QC,CA,Conseil d'agglomération hors Montréal
664821,HUMAN PROTECTIVE INC.,NEQ:1172694656,1172694656,*Société par actions/Corporations/Compagnie,20.0,,"O Plan, politique ou engagements de responsabilité sociale","O Plan, politique ou engagements de DD",N,,Chambly,QC,CA,Québec hors Conseil d'agglomération
664431,STEPHANIE AUBINEAU,30SIX,2268910595,*Entreprise individuelle / Travailleur autonome,1.0,,"O Plan, politique ou engagements de DD",N,N,Rosemont–La Petite-Patrie,MONTREAL,QC,CA,Place d'affaires à Montréal
653614,RAQUEL CRUZ CRESPO,,0000000NA,*Entreprise individuelle / Travailleur autonome,1.0,,N,N,N,Le Plateau-Mont-Royal,MONTREAL,QC,CA,Place d'affaires à Montréal
664599,ENZO LORD MARIANO,,0000000NA,*Entreprise individuelle / Travailleur autonome,2.0,,N,N,N,Le Sud-Ouest,MONTREAL,QC,CA,Place d'affaires à Montréal
483135,RENOVATION JULIEN DUBE INC.,,1169683092,*Société par actions/Corporations/Compagnie,5.0,,N,N,O,,LANORAIE,QC,CA,Québec hors Conseil d'agglomération
454919,VAISALA CANADA INC.,,000000NON,*Société par actions/Corporations/Compagnie,3000.0,,N,"O Plan, politique ou engagements de DD",N,,Vancouver,BC,CA,Canada mais hors Québec
664874,ALLEGION CANADA ACCESS INC.,,1177629350,*Société par actions/Corporations/Compagnie,22.0,,N,N,N,Saint-Laurent,MONTREAL,QC,CA,Place d'affaires à Montréal
664875,TREMBLER DAVANTAGE II,,1171373625,*Organisme à  but non lucratif,,,"O Plan, politique ou engagements de DD",N,O,,LAVAL,QC,CA,Québec hors Conseil d'agglomération
197422,VIVAPROD INC.,NEQ:1165650137,1165650137,*Société par actions/Corporations/Compagnie,4.0,,N,"O Plan, politique ou engagements de DD",N,Verdun,Montreal,QC,CA,Place d'affaires à Montréal
365233,KARL DORAIS KINKAID,,000000NON,*Entreprise individuelle / Travailleur autonome,1.0,,N,N,N,Rosemont–La Petite-Patrie,MONTREAL,QC,CA,Place d'affaires à Montréal
664906,SIGNALISATION GARDAWORLD S.E.N.C.,NEQ:3373349169,3373349169,*Société en nom collectif,130000.0,,"O Plan, politique ou engagements de responsabilité sociale","O Plan, politique ou engagements de DD",O,Saint-Laurent,Montreal,QC,CA,Place d'affaires à Montréal
664602,MARIE -ANDREE POULIN,,0000000NA,*Entreprise individuelle / Travailleur autonome,1.0,,N,N,N,Mercier–Hochelaga-Maisonneuve,MONTREAL,H1V 2W4,CA,Place d'affaires à Montréal
664940,PIERRE BERGERON..,,0000000 NAS,*Entreprise individuelle / Travailleur autonome,1.0,,N,N,N,,MONTREAL,QC,CA,
664213,PROTOCOLE DEVELOPPEMENT NUMERIQUE INC.,,1173856155,*Société par actions/Corporations/Compagnie,4.0,,N,N,N,Rosemont–La Petite-Patrie,MONTREAL,QC,CA,Place d'affaires à Montréal
664293,LES ECLAIRAGES ILLUMILUX INC.,,1177991198,*Société par actions/Corporations/Compagnie,1.0,,"O Plan, politique ou engagements de DD","O Plan, politique ou engagements de responsabilité sociale",N,,LAVAL,QC,CA,Québec hors Conseil d'agglomération
429570,ASSOCIATION DES GENS D'AFFAIRES DU MILE-END,ASS. DES COMMERCANTS ET COMMERCANTES AV DU PARC,1169955151,*Organisme à  but non lucratif,1.0,,N,N,N,Le Plateau-Mont-Royal,MONTREAL,QC,CA,Place d'affaires à Montréal
583199,CELINE CHEVRIER,,,*Entreprise individuelle / Travailleur autonome,1.0,,N,N,N,Mercier–Hochelaga-Maisonneuve,MONTREAL,QC,CA,Place d'affaires à Montréal
666367,INTELLIMIX  CORP.,,1146521662,*Société par actions/Corporations/Compagnie,31.0,,N,N,N,Saint-Laurent,MONTREAL,QC,CA,Place d'affaires à Montréal
666369,RACKMOUNT SOLUTIONS,,0000000NA,*Société par actions/Corporations/Compagnie,14.0,,"O Plan, politique ou engagements de DD","O Plan, politique ou engagements de responsabilité sociale",N,,PLANO,TX,US,Étranger hors Canada
420573,JULIEN PREVOST-BARRETTE,,2272317563,*Entreprise individuelle / Travailleur autonome,1.0,,N,N,N,,DEUX-MONTAGNES,QC,CA,Québec hors Conseil d'agglomération
196490,ENGLOBE CORP.,NEQ:1167280206,1167280206,*Société par actions/Corporations/Compagnie,1800.0,,N,N,N,Anjou,Montreal,QC,CA,Place d'affaires à Montréal
277463,PREMA CANADA ULC,,1162893904,*Société par actions/Corporations/Compagnie,43.0,,"O Plan, politique ou engagements de DD","O Plan, politique ou engagements de responsabilité sociale",N,,MONTREAL,QC,CA,
666029,ZOO ENRICHMENT LAB LLC,,0000000NA,*Société par actions/Corporations/Compagnie,50.0,,"O Plan, politique ou engagements de DD","O Plan, politique ou engagements de responsabilité sociale",N,,HILLSIDE,IL,US,Étranger hors Canada
666320,JONGWOOK PARK,,0000000NA,*Autre statut juridique,1.0,,N,"O Plan, politique ou engagements de DD",N,Côte-des-Neiges–Notre-Dame-de-Grâce,Montreal,QC,CA,Place d'affaires à Montréal
666012,VICTOR  SABOURIN,,0000000NA,*Autre statut juridique,1.0,,N,N,N,,LAVAL,QC,CA,Québec hors Conseil d'agglomération
666377,KEVEN BRETON,,0000000NA,*Entreprise individuelle / Travailleur autonome,1.0,,N,N,N,Le Sud-Ouest,MONTREAL,QC,CA,Place d'affaires à Montréal
665153,MICHELLE GAGNON,,0000000NA,*Entreprise individuelle / Travailleur autonome,,,N,N,N,,RIMOUSKI,QC,CA,Québec hors Conseil d'agglomération
350913,MYRIAM BLEAU,,0000000NA,*Entreprise individuelle / Travailleur autonome,1.0,,N,N,N,Rosemont–La Petite-Patrie,MONTREAL,QC,CA,Place d'affaires à Montréal
160393,TRAFFIC LOGIX CORPORATION,,0000000NA,*Société par actions/Corporations/Compagnie,50.0,,N,N,N,,Chantilly,VA,US,Étranger hors Canada
159226,CONCEPT ILLUMINATION,9206-6448 QUEBEC INC.,1165693475,*Société par actions/Corporations/Compagnie,2.0,,N,N,N,Côte-des-Neiges–Notre-Dame-de-Grâce,MONTREAL,QC,CA,Place d'affaires à Montréal
665691,MANON DIONNE,,,*Entreprise individuelle / Travailleur autonome,1.0,,N,N,N,Rosemont–La Petite-Patrie,MONTREAL,QC,CA,Place d'affaires à Montréal
667805,CARROSSERIE RIVE-NORD INC.,,1160438470,*Société par actions/Corporations/Compagnie,4.0,,N,N,N,,REPENTIGNY,qc,CA,Québec hors Conseil d'agglomération
667966,JULIEN-LEBLANC TRAITEUR,2867-3598 QUEBEC  INC. - NEQ:1175828020,1175828020,*Société par actions/Corporations/Compagnie,75.0,,N,N,N,Ville-Marie,Montreal,QC,CA,Place d'affaires à Montréal
667050,LES MOTEURS ELECTRIQUES UNIVERSAL,125081 CANADA INC.,1143937333,*Société par actions/Corporations/Compagnie,18.0,,N,"O Plan, politique ou engagements de responsabilité sociale",N,Saint-Laurent,MONTREAL,QC,CA,Place d'affaires à Montréal
667308,GABRIEL LAFERRIERE,,,*Entreprise individuelle / Travailleur autonome,1.0,,N,N,N,Mercier–Hochelaga-Maisonneuve,MONTREAL,QC,CA,Place d'affaires à Montréal
605820,"SEVERINE DEFOUNI, CONSULTANTE EN COMMUNICATION ET PHILANTHROPIE",,0000000NA,*Entreprise individuelle / Travailleur autonome,,,N,N,N,,LONGUEUIL,QC,CA,Québec hors Conseil d'agglomération
153817,PROJET DE PREVENTION DES TOXICOMANIES: CUMULUS,,1145699048,*Organisme à  but non lucratif,,,N,N,N,Lachine,MONTREAL,QC,CA,Place d'affaires à Montréal
668136,KADER AKYOL,,0000000NA,*Entreprise individuelle / Travailleur autonome,1.0,,N,N,N,Rosemont–La Petite-Patrie,MONTREAL,QC,CA,Place d'affaires à Montréal
668052,NORMAND LABONTE,,0000000NA,*Entreprise individuelle / Travailleur autonome,1.0,,N,N,N,Rivière-des-Prairies–Pointe-aux-Trembles,MONTREAL,QC,CA,Place d'affaires à Montréal
668112,TIC TAC TOE COMMUNICATION,,2249324015,*Entreprise individuelle / Travailleur autonome,1.0,,N,N,N,,SAINT-JEAN-SUR-RICHELIEU,QC,CA,Québec hors Conseil d'agglomération
667808,MARIE-EVE SAMSON,,0000000NA,*Entreprise individuelle / Travailleur autonome,1.0,,N,N,N,Le Sud-Ouest,MONTREAL,QC,CA,Place d'affaires à Montréal
480518,MAXIME  CHAMPAGNE,,0000000NA,*Entreprise individuelle / Travailleur autonome,1.0,,N,N,N,Villeray–Saint-Michel–Parc-Extension,MONTREAL,QC,CA,Place d'affaires à Montréal
393341,C2 INNOVATIONS INC.,,1165552275,*Société par actions/Corporations/Compagnie,31.0,,N,N,N,,SHERBROOKE,QC,CA,Québec hors Conseil d'agglomération
667302,CATHERINE ETHIER,,000000 NAS,*Entreprise individuelle / Travailleur autonome,1.0,,N,N,N,Ville-Marie,MONTREAL,QC,CA,Place d'affaires à Montréal
670356,KATALIZO,NEQ:1173230955,1173230955,*Organisme à  but non lucratif,5.0,,N,"O Plan, politique ou engagements de DD",N,Villeray–Saint-Michel–Parc-Extension,Montreal,QC,CA,Place d'affaires à Montréal
670448,BETON ROSEMONT INC,,1175315564,*Société par actions/Corporations/Compagnie,2.0,,N,N,N,Mercier–Hochelaga-Maisonneuve,MONTREAL,QC,CA,Place d'affaires à Montréal
144338,STERICYCLE ULC,,1149788284,*Société par actions/Corporations/Compagnie,100.0,,N,N,N,Saint-Laurent,SAINT-LAURENT,QC,CA,Place d'affaires à Montréal
670048,CHRISTINE POULIN,,0000000NA,*Entreprise individuelle / Travailleur autonome,1.0,,N,N,N,,MONTREAL-OUEST,QC,CA,
436826,JULIE-TECIA PEPIN,,0000000NA,*Entreprise individuelle / Travailleur autonome,1.0,,N,N,N,Villeray–Saint-Michel–Parc-Extension,MONTREAL,QC,CA,Place d'affaires à Montréal
670279,GROUPE CAROSIELLI INC.,,1176993526,*Société par actions/Corporations/Compagnie,25.0,,N,N,N,Ville-Marie,MONTREAL,QC,CA,Place d'affaires à Montréal
670054,GIRALDEAU INTER-AUTO  INC,,1144248680,*Société par actions/Corporations/Compagnie,21.0,,N,N,N,,SAINT-JEROME,QC,CA,Québec hors Conseil d'agglomération
670347,ARCHIPELLE DECORS DE NEIGE ET DE SABLE,MAIEF INC.,1171313456,*Société par actions/Corporations/Compagnie,3.0,,N,N,N,,SAINTE-ADELE,QC,CA,Québec hors Conseil d'agglomération
546056,PROGRESS SOFTWARE CORPORATION,,0000000NA,*Société par actions/Corporations/Compagnie,1500.0,,N,N,N,,Burlington,MA,US,Étranger hors Canada
144965,9181-5142 QUEBEC INC.,SLAM DISQUES,1164396286,*Société par actions/Corporations/Compagnie,15.0,,"O Plan, politique ou engagements de DD","O Plan, politique ou engagements de responsabilité sociale",N,Verdun,MONTREAL,QC,CA,Place d'affaires à Montréal
117329,CIMCO  REFRIGERATION,INDUSTRIES TOROMONT LTEE,1144694263,*Société par actions/Corporations/Compagnie,5.0,,N,N,N,,BURLINGTON,ON,CA,Canada mais hors Québec
672404,DGI S.E.N.C.,,3374313453,*Société par actions/Corporations/Compagnie,4.0,,"O Plan, politique ou engagements de DD","O Plan, politique ou engagements de responsabilité sociale",N,Ville-Marie,MONTREAL,QC,CA,Place d'affaires à Montréal
666156,ASSOCIATION CANADO-PERUVIENNE,,1144938983,*Organisme à  but non lucratif,0.0,,N,N,N,Villeray–Saint-Michel–Parc-Extension,MONTREAL,QC,CA,Place d'affaires à Montréal
418724,GORILA FITNESS,8313636 CANADA INC.,1168719665,*Société par actions/Corporations/Compagnie,12.0,,N,N,N,,SAINT-PIE,QC,CA,Québec hors Conseil d'agglomération
526377,POLE SUR LES DONNEES MASSIVES EN CULTURE,,1173203564,*Organisme à  but non lucratif,12.0,,N,N,O,,MONTREAL,QC,CA,
618543,SKI DE FOND QUEBEC,,1144494383,*Organisme à  but non lucratif,5.0,,N,N,N,Saint-Léonard,MONTREAL,QC,CA,Place d'affaires à Montréal
419400,NUMMAX,NEQ:1163530760 CONTROLE CONCEPT DYNAMIQUE INC.,1163530760,*Société par actions/Corporations/Compagnie,19.0,,N,N,N,,Quebec,QC,CA,Québec hors Conseil d'agglomération
671430,WAJAX LTEE,NEQ:1140180291,1140180291,*Société par actions/Corporations/Compagnie,9999.0,,N,N,N,,Mississauga,ON,CA,Canada mais hors Québec
671430,WAJAX LTEE,NEQ:1140180291,1140180291,*Société par actions/Corporations/Compagnie,9999.0,,N,N,N,,Laval,QC,CA,Québec hors Conseil d'agglomération
671802,879142 ALBERTA LTD.,,1176795392,*Société par actions/Corporations/Compagnie,26.0,,"O Plan, politique ou engagements de DD",N,N,,CALGARY,AB,CA,Canada mais hors Québec
672226,ASCENSEUR ACTUEL INC.,,1141982109,*Société par actions/Corporations/Compagnie,14.0,,N,N,N,,CHATEAUGUAY,QC,CA,Québec hors Conseil d'agglomération
671829,9467-7481 QUEBEC INC.,,1177681674,*Société par actions/Corporations/Compagnie,4.0,,N,N,N,Montréal-Nord,MONTREAL,QC,CA,Place d'affaires à Montréal
672940,GESTOPLEX IMMOBILIER  INC.,,1161834255,*Société par actions/Corporations/Compagnie,4.0,,"O Plan, politique ou engagements de DD",N,N,,SAINT-BASILE-LE-GRAND,QC,CA,Québec hors Conseil d'agglomération
140628,PRO-SEC,3091-7488 QUEBEC INC.,1143824549,*Société par actions/Corporations/Compagnie,5.0,,N,N,N,,ST-HUBERT,QC,CA,Québec hors Conseil d'agglomération
325565,MODULR,8720428 CANADA INC.,1169755569,*Société par actions/Corporations/Compagnie,,,N,N,N,,SAINT-BRUNO,QC,CA,Québec hors Conseil d'agglomération
180781,VITRECO INC.,,1143801281,*Société par actions/Corporations/Compagnie,188.0,,N,"O Plan, politique ou engagements de responsabilité sociale",N,,LAVAL,QC,CA,Québec hors Conseil d'agglomération
159261,JALY INTERNATIONAL INC,,1175473694,*Société par actions/Corporations/Compagnie,4.0,,N,N,N,,ST AUGUSTIN DE DESMAURES,QC,CA,Québec hors Conseil d'agglomération
672648,TECH/PRO LOURD INDUSTRIEL INC.,,1149004161,*Coopérative,40.0,,N,"O Plan, politique ou engagements de responsabilité sociale",N,,DORVAL,QC,CA,Conseil d'agglomération hors Montréal
671477,TOTAL PREPARE INC.,,0000000NA,*Société par actions/Corporations/Compagnie,,,N,N,N,,VICTORIA,BC,CA,Canada mais hors Québec
591205,DEFI PHYSIQUE SANS LIMITE,,3371650485,*Association,0.0,,N,N,N,Mercier–Hochelaga-Maisonneuve,MONTREAL,QC,CA,Place d'affaires à Montréal
672707,ARIANE MORIN,,0000000NA,*Entreprise individuelle / Travailleur autonome,1.0,,N,N,N,Rosemont–La Petite-Patrie,MONTREAL,QC,CA,Place d'affaires à Montréal
426710,ISABELLE GIASSON,,0000000NA,*Entreprise individuelle / Travailleur autonome,1.0,,N,N,N,Côte-des-Neiges–Notre-Dame-de-Grâce,MONTREAL,QC,CA,Place d'affaires à Montréal
671769,MES CANADA INC.,,0000000NA,*Société par actions/Corporations/Compagnie,513.0,,N,N,N,,BRANTFORD,ON,CA,Canada mais hors Québec
672259,HOOTSUITE INC.,,1176771930,*Société par actions/Corporations/Compagnie,,,N,N,N,,VANCOUVER,BC,CA,Canada mais hors Québec
265914,MACONNERIE R.D.R. INC.,,1144240364,*Société par actions/Corporations/Compagnie,20.0,,N,N,N,,ST-EUSTACHE,QC,CA,Québec hors Conseil d'agglomération
494170,SAHO  CONSTRUCTION INC.,NEQ:1167019216,1167019216,*Société par actions/Corporations/Compagnie,15.0,,N,"O Plan, politique ou engagements de DD",N,,Cap-Sante,QC,CA,Québec hors Conseil d'agglomération
643221,JOHANNE CAVE,,0000000NA,*Entreprise individuelle / Travailleur autonome,1.0,,N,N,N,,GATINEAU,QC,CA,Québec hors Conseil d'agglomération
674240,LOGICIELS UPLAND INC.,UPLAND SOFTWARE INC.,1177229011,*Société par actions/Corporations/Compagnie,100.0,,N,N,N,Montréal-Nord,MONTREAL,QC,CA,Place d'affaires à Montréal
673931,RESTAURANT LANIAPE INC.,,1166346222,*Société par actions/Corporations/Compagnie,25.0,,"O Plan, politique ou engagements de DD","O Plan, politique ou engagements de responsabilité sociale",N,Le Plateau-Mont-Royal,MONTREAL,QC,CA,Place d'affaires à Montréal
675114,DEMENAGEMENT MONT-BRUNO/LAKESHORE INC.,,1143862598,*Société par actions/Corporations/Compagnie,35.0,,"O Plan, politique ou engagements de DD","O Plan, politique ou engagements de responsabilité sociale",N,,ST-BRUNO-MONTARVILLE,J3V 6B9,CA,Québec hors Conseil d'agglomération
673242,FREDERIC SAIA,,0000000NA,*Entreprise individuelle / Travailleur autonome,1.0,,"O Plan, politique ou engagements de DD","O Plan, politique ou engagements de responsabilité sociale",N,Rosemont–La Petite-Patrie,MONTREAL,QC,CA,Place d'affaires à Montréal
674233,GALADRIEL AVON,,0000000NA,*Entreprise individuelle / Travailleur autonome,1.0,,N,N,N,,MONT-SAINT-HILAIRE,QC,CA,Québec hors Conseil d'agglomération
673759,CLINIQUE VETERINAIRE EQUINE DU HARFANG INC.,,1177403467,*Société par actions/Corporations/Compagnie,,,N,N,N,,VARENNES,QC,CA,Québec hors Conseil d'agglomération
674999,EQUIPEMENT BELZILE INC.,,1164597248,*Société par actions/Corporations/Compagnie,48.0,,N,N,N,,AMQUI,QC,CA,Québec hors Conseil d'agglomération
580141,J.P.M. EXCAVATION 2012 INC.,,1167870816,*Société par actions/Corporations/Compagnie,40.0,,"O Plan, politique ou engagements de DD",N,N,,MIRABEL,QC,CA,Québec hors Conseil d'agglomération
673491,VIRAGE SONORE INC.,,1178109386,*Société par actions/Corporations/Compagnie,2.0,,N,N,N,Rosemont–La Petite-Patrie,MONTREAL,QC,CA,Place d'affaires à Montréal
673263,10849553 CANADA ASSOCIATION,NEQ:1173917759 CYBERECO,1173917759,*Organisme à  but non lucratif,3.0,,N,"O Plan, politique ou engagements de DD",N,Ville-Marie,Montreal,QC,CA,Place d'affaires à Montréal
673321,SCOTT'S DIRECTORIES,,0000000NA,*Société par actions/Corporations/Compagnie,18.0,,N,"O Plan, politique ou engagements de responsabilité sociale",N,,MISSISSAUGA,ON,CA,Canada mais hors Québec
674998,REGULATION CONSEIL AC,,2276141407,*Entreprise individuelle / Travailleur autonome,1.0,,"O Plan, politique ou engagements de DD","O Plan, politique ou engagements de responsabilité sociale",N,Rosemont–La Petite-Patrie,MONTREAL,QC,CA,Place d'affaires à Montréal
676251,GESTION BRALEC INC.,NEQ:1169926673,1169926673,*Société par actions/Corporations/Compagnie,2.0,,N,N,N,,Lac Brome,QC,CA,Québec hors Conseil d'agglomération
125421,AB TECH SERVICES POLYTECHNIQUES INC.,,1175110122,*Société par actions/Corporations/Compagnie,31.0,,N,N,N,,SHERBROOKE,QC,CA,Québec hors Conseil d'agglomération
123145,LE GROUPE CONSEIL GENIPUR INC.,,1174493750,*Société par actions/Corporations/Compagnie,30.0,,N,N,N,,BROSSARD,QC,CA,Québec hors Conseil d'agglomération
403868,ANNE LALANCETTE,,0000000NA,*Entreprise individuelle / Travailleur autonome,1.0,,N,N,N,Villeray–Saint-Michel–Parc-Extension,MONTREAL,QC,CA,Place d'affaires à Montréal
140843,INTERNATIONAL RIVE NORD INC.,,1143457100,*Société par actions/Corporations/Compagnie,,,N,N,N,,DORVAL,QC,CA,Conseil d'agglomération hors Montréal
417321,GUILLAUME  PERREAULT,,2265572588,*Entreprise individuelle / Travailleur autonome,1.0,,N,N,N,Villeray–Saint-Michel–Parc-Extension,MONTREAL,QC,CA,Place d'affaires à Montréal
676236,LEGER DGTL INC,NEQ:1162444708,1162444708,*Société par actions/Corporations/Compagnie,10.0,,N,N,N,Ville-Marie,Montreal,QC,CA,Place d'affaires à Montréal
676258,MATHIEU CLOUTIER ARCHITECTE,,0000000NA,*Entreprise individuelle / Travailleur autonome,2.0,,"O Plan, politique ou engagements de DD","O Plan, politique ou engagements de responsabilité sociale",N,Villeray–Saint-Michel–Parc-Extension,MONTREAL,QC,CA,Place d'affaires à Montréal
677096,PRECISION EMONDAGE INC.,,1177208569,*Société par actions/Corporations/Compagnie,2.0,,N,N,N,,ST-JEAN-SUR-RICHELIEU,QC,CA,Québec hors Conseil d'agglomération
675681,INNOVATION SPREADTEK INC.,NEQ:1176049907,1176049907,*Société par actions/Corporations/Compagnie,8.0,,"O Plan, politique ou engagements de DD","O Plan, politique ou engagements de responsabilité sociale",N,,Drummondville,QC,CA,Québec hors Conseil d'agglomération
422381,LE DECONTAMINATEUR INC,,1171705412,*Société par actions/Corporations/Compagnie,7.0,,N,N,N,,REPENTIGNY,QC,CA,Québec hors Conseil d'agglomération
606913,CAMILLE PROVENCHER,,0000000NA,*Entreprise individuelle / Travailleur autonome,1.0,,N,N,N,,LAVAL,QC,CA,Québec hors Conseil d'agglomération
676437,AF-FLUX BIENNALE TRANSNATIONALE NOIRE,,1176115476,*Organisme à  but non lucratif,1.0,,N,N,N,Le Sud-Ouest,MONTREAL,QC,CA,Place d'affaires à Montréal
142110,FOOTBALL CLUB LES LIONS DU PLATEAU,,1164183346,*Organisme à  but non lucratif,3.0,,"O Plan, politique ou engagements de DD",N,O,Rosemont–La Petite-Patrie,MONTREAL,QC,CA,Place d'affaires à Montréal
677081,EMONDAGE SR INC.,,1176287408,*Société par actions/Corporations/Compagnie,4.0,,N,N,N,,FARNHAM,QC,CA,Québec hors Conseil d'agglomération
678873,SMALL WORLD VISION GMBH,,0000000NA,*Société par actions/Corporations/Compagnie,,,N,N,N,,DARMSTADT,,DE,Étranger hors Canada
678462,PIKLIZ CUISINE CARIBEENNE MODERNE INC.,,1175698001,*Société par actions/Corporations/Compagnie,6.0,,N,"O Plan, politique ou engagements de responsabilité sociale",N,Le Sud-Ouest,MONTREAL,QC,CA,Place d'affaires à Montréal
678087,COSSETTE DOLAN AVOCATS S.E.N.C.R.L.,,3367865337,*Société en nom collectif,4.0,,N,N,N,Ville-Marie,MONTREAL,QC,CA,Place d'affaires à Montréal
677845,ARBOXYGENE,,1161650776,*Société par actions/Corporations/Compagnie,12.0,,N,N,N,,SHEFFORD,QC,CA,Québec hors Conseil d'agglomération
